PlantId,PlantName,OperatorID,OperatorName,State,BalancingAuthorityCode,PrimeMover,PrimeFuel,ElecFuelMMBTU,NetGenMWh
10771,Hopewell Power Station,19876,Virginia Electric & Power Co,VA,PJM,ST,WDS,"5,326,503","276,425"
10773,Altavista Power Station,19876,Virginia Electric & Power Co,VA,PJM,ST,BIT,0,0
10773,Altavista Power Station,19876,Virginia Electric & Power Co,VA,PJM,ST,DFO,0,0
10773,Altavista Power Station,19876,Virginia Electric & Power Co,VA,PJM,ST,NG,"20,682","1,239"
10773,Altavista Power Station,19876,Virginia Electric & Power Co,VA,PJM,ST,WDS,"5,267,417","321,570"
10774,Southampton Power Station,19876,Virginia Electric & Power Co,VA,PJM,ST,BIT,0,0
10774,Southampton Power Station,19876,Virginia Electric & Power Co,VA,PJM,ST,DFO,"15,666",891
10774,Southampton Power Station,19876,Virginia Electric & Power Co,VA,PJM,ST,RFO,0,0
10774,Southampton Power Station,19876,Virginia Electric & Power Co,VA,PJM,ST,WDS,"5,551,005","317,888"
10798,Fries Hydroelectric Project,64078,"Central Rivers Power US, LLC",VA,PJM,HY,WAT,"158,351","17,907"
10805,Kenilworth Energy Facility,5530,E F Kenilworth LLC,NJ,PJM,CA,DFO,0,0
10805,Kenilworth Energy Facility,5530,E F Kenilworth LLC,NJ,PJM,CA,NG,0,"18,008"
10805,Kenilworth Energy Facility,5530,E F Kenilworth LLC,NJ,PJM,CT,DFO,0,0
10805,Kenilworth Energy Facility,5530,E F Kenilworth LLC,NJ,PJM,CT,NG,"1,204,375","129,220"
10870,Hazelton,56214,Hazleton Generation LLC,PA,PJM,GT,DFO,"12,913","1,078"
10870,Hazelton,56214,Hazleton Generation LLC,PA,PJM,GT,NG,"460,221","38,421"
10903,Lockport Powerhouse,3473,Metro Wtr Recl Dist Grtr Chi,IL,PJM,HY,WAT,"287,134","32,470"
50010,Glen Ferris Hydro,55698,Hawks Nest Hydro LLC,WV,PJM,HY,WAT,"158,280","17,899"
50011,Hawks Nest Hydro,55698,Hawks Nest Hydro LLC,WV,PJM,HY,WAT,"4,406,724","498,329"
50036,New Martinsville Hannibal Hydro,4434,New Martinsville Hannibal Hydro,WV,PJM,HY,WAT,"2,020,510","228,487"
50094,"Vicinity Energy Trenton, L.P.",19148,"Vicinity Energy Trenton, L.P.",NJ,PJM,IC,DFO,39,7
50094,"Vicinity Energy Trenton, L.P.",19148,"Vicinity Energy Trenton, L.P.",NJ,PJM,IC,NG,230,45
50175,Emporia,56840,Emporia Hydro Power LP,VA,PJM,HY,WAT,"64,377","7,280"
50178,Halifax,56843,Banister Hydro LP,VA,PJM,HY,WAT,"27,855","3,150"
50189,Domtar Paper Co LLC Plymouth NC,55903,Domtar Paper Company LLC,NC,PJM,ST,BIT,0,0
50189,Domtar Paper Co LLC Plymouth NC,55903,Domtar Paper Company LLC,NC,PJM,ST,BLQ,"888,141","186,699"
50189,Domtar Paper Co LLC Plymouth NC,55903,Domtar Paper Company LLC,NC,PJM,ST,DFO,"36,001","7,568"
50189,Domtar Paper Co LLC Plymouth NC,55903,Domtar Paper Company LLC,NC,PJM,ST,NG,"108,558","22,821"
50189,Domtar Paper Co LLC Plymouth NC,55903,Domtar Paper Company LLC,NC,PJM,ST,RFO,0,0
50189,Domtar Paper Co LLC Plymouth NC,55903,Domtar Paper Company LLC,NC,PJM,ST,WDS,"666,608","140,130"
50215,York County Resource Recovery,21128,York County Solid W & R Auth,PA,PJM,ST,DFO,0,0
50215,York County Resource Recovery,21128,York County Solid W & R Auth,PA,PJM,ST,MSB,"1,883,836","116,545"
50215,York County Resource Recovery,21128,York County Solid W & R Auth,PA,PJM,ST,MSN,"2,302,502","142,446"
50215,York County Resource Recovery,21128,York County Solid W & R Auth,PA,PJM,ST,NG,"33,252","2,057"
50254,KapStone Kraft Paper Corp,64508,"Westrock Kraft Paper, LLC",NC,PJM,ST,AB,0,0
50254,KapStone Kraft Paper Corp,64508,"Westrock Kraft Paper, LLC",NC,PJM,ST,BIT,"158,861","34,262"
50254,KapStone Kraft Paper Corp,64508,"Westrock Kraft Paper, LLC",NC,PJM,ST,BLQ,"576,900","124,422"
50254,KapStone Kraft Paper Corp,64508,"Westrock Kraft Paper, LLC",NC,PJM,ST,DFO,593,128
50254,KapStone Kraft Paper Corp,64508,"Westrock Kraft Paper, LLC",NC,PJM,ST,NG,"50,210","10,829"
50254,KapStone Kraft Paper Corp,64508,"Westrock Kraft Paper, LLC",NC,PJM,ST,RFO,"2,611",563
50254,KapStone Kraft Paper Corp,64508,"Westrock Kraft Paper, LLC",NC,PJM,ST,WDS,"89,489","19,300"
50275,Park 500 Philip Morris USA,14465,Philip Morris USA - Park 500,VA,PJM,ST,BIT,0,0
50275,Park 500 Philip Morris USA,14465,Philip Morris USA - Park 500,VA,PJM,ST,DFO,0,0
50275,Park 500 Philip Morris USA,14465,Philip Morris USA - Park 500,VA,PJM,ST,NG,"199,490","16,844"
50279,Archbald Power Station,22174,PEI Power Corp,PA,PJM,GT,LFG,"124,672","10,368"
50279,Archbald Power Station,22174,PEI Power Corp,PA,PJM,GT,NG,"566,691","54,433"
50279,Archbald Power Station,22174,PEI Power Corp,PA,PJM,GT,OG,0,0
50279,Archbald Power Station,22174,PEI Power Corp,PA,PJM,ST,LFG,"1,394,647","98,653"
50279,Archbald Power Station,22174,PEI Power Corp,PA,PJM,ST,NG,"76,083","4,614"
50316,Bunge North America East LLC,3283,Bunge North America East LLC,IN,PJM,ST,BIT,0,0
50316,Bunge North America East LLC,3283,Bunge North America East LLC,IN,PJM,ST,DFO,0,0
50316,Bunge North America East LLC,3283,Bunge North America East LLC,IN,PJM,ST,NG,"58,887","13,411"
50326,Nalco,14293,Nalco Co,IL,PJM,CA,NG,0,0
50326,Nalco,14293,Nalco Co,IL,PJM,CT,NG,"73,831","14,065"
50337,Mooseheart Power House,21690,Moose International,IL,PJM,IC,NG,0,0
50366,University of Notre Dame,19564,University of Notre Dame,IN,PJM,GT,NG,"84,874","15,602"
50366,University of Notre Dame,19564,University of Notre Dame,IN,PJM,IC,DFO,"2,180",401
50366,University of Notre Dame,19564,University of Notre Dame,IN,PJM,ST,BIT,0,0
50366,University of Notre Dame,19564,University of Notre Dame,IN,PJM,ST,DFO,567,102
50366,University of Notre Dame,19564,University of Notre Dame,IN,PJM,ST,NG,"315,725","56,870"
50366,University of Notre Dame,19564,University of Notre Dame,IN,PJM,ST,RFO,0,0
50373,Paxton Creek Cogeneration,13875,Energy Center Paxton LLC,PA,PJM,IC,DFO,"3,053",343
50373,Paxton Creek Cogeneration,13875,Energy Center Paxton LLC,PA,PJM,IC,NG,"41,558","4,667"
50385,Newark Bay Cogeneration Partnership LP,55846,Newark Bay Cogeneration Partnership LP,NJ,PJM,CA,KER,0,0
50385,Newark Bay Cogeneration Partnership LP,55846,Newark Bay Cogeneration Partnership LP,NJ,PJM,CA,NG,0,"15,632"
50385,Newark Bay Cogeneration Partnership LP,55846,Newark Bay Cogeneration Partnership LP,NJ,PJM,CT,KER,0,0
50385,Newark Bay Cogeneration Partnership LP,55846,Newark Bay Cogeneration Partnership LP,NJ,PJM,CT,NG,"579,676","45,618"
50397,Pixelle Specialty Solutions LLC - Spring Grove Facility,61988,Pixelle Specialty Solutions LLC - (PA),PA,PJM,ST,BIT,"439,544","77,937"
50397,Pixelle Specialty Solutions LLC - Spring Grove Facility,61988,Pixelle Specialty Solutions LLC - (PA),PA,PJM,ST,BLQ,"1,250,744","221,772"
50397,Pixelle Specialty Solutions LLC - Spring Grove Facility,61988,Pixelle Specialty Solutions LLC - (PA),PA,PJM,ST,DFO,0,0
50397,Pixelle Specialty Solutions LLC - Spring Grove Facility,61988,Pixelle Specialty Solutions LLC - (PA),PA,PJM,ST,NG,"617,403","109,473"
50397,Pixelle Specialty Solutions LLC - Spring Grove Facility,61988,Pixelle Specialty Solutions LLC - (PA),PA,PJM,ST,RFO,"4,713",836
50397,Pixelle Specialty Solutions LLC - Spring Grove Facility,61988,Pixelle Specialty Solutions LLC - (PA),PA,PJM,ST,SLW,"24,170","4,285"
50397,Pixelle Specialty Solutions LLC - Spring Grove Facility,61988,Pixelle Specialty Solutions LLC - (PA),PA,PJM,ST,WDS,"159,729","28,322"
50410,Chester Operations,10273,Kimberly-Clark Corp,PA,PJM,CA,NG,0,0
50410,Chester Operations,10273,Kimberly-Clark Corp,PA,PJM,CT,BIT,0,0
50410,Chester Operations,10273,Kimberly-Clark Corp,PA,PJM,CT,DFO,0,0
50410,Chester Operations,10273,Kimberly-Clark Corp,PA,PJM,CT,NG,"753,523","178,059"
50410,Chester Operations,10273,Kimberly-Clark Corp,PA,PJM,CT,PC,0,0
50410,Chester Operations,10273,Kimberly-Clark Corp,PA,PJM,CT,WC,0,0
50411,Rutgers Biomedical and Health Cogen,58485,"Rutgers, The State University of NJ",NJ,PJM,GT,DFO,0,0
50411,Rutgers Biomedical and Health Cogen,58485,"Rutgers, The State University of NJ",NJ,PJM,GT,NG,0,0
50456,Procter & Gamble Cincinnati Plant,15400,Procter & Gamble Co,OH,PJM,ST,BIT,0,0
50456,Procter & Gamble Cincinnati Plant,15400,Procter & Gamble Co,OH,PJM,ST,DFO,0,0
50456,Procter & Gamble Cincinnati Plant,15400,Procter & Gamble Co,OH,PJM,ST,NG,"112,201","7,520"
50463,Procter & Gamble Mehoopany Mill,15394,Procter & Gamble Ppr Prdts Co,PA,PJM,GT,NG,"5,149,165","837,643"
50463,Procter & Gamble Mehoopany Mill,15394,Procter & Gamble Ppr Prdts Co,PA,PJM,GT,RFO,0,0
50463,Procter & Gamble Mehoopany Mill,15394,Procter & Gamble Ppr Prdts Co,PA,PJM,ST,NG,"28,511","4,763"
50479,Georgia-Pacific Big Island,7167,GP Big Island LLC,VA,PJM,HY,WAT,"2,885",326
50479,Georgia-Pacific Big Island,7167,GP Big Island LLC,VA,PJM,ST,BIT,0,0
50479,Georgia-Pacific Big Island,7167,GP Big Island LLC,VA,PJM,ST,DFO,0,0
50479,Georgia-Pacific Big Island,7167,GP Big Island LLC,VA,PJM,ST,NG,"17,940","3,897"
50479,Georgia-Pacific Big Island,7167,GP Big Island LLC,VA,PJM,ST,OBS,"16,753","3,639"
50479,Georgia-Pacific Big Island,7167,GP Big Island LLC,VA,PJM,ST,WDS,"213,511","46,377"
50481,Tennessee Eastman Operations,5610,Eastman Chemical Co-TN Ops,TN,PJM,ST,BIT,"2,312,089","425,013"
50481,Tennessee Eastman Operations,5610,Eastman Chemical Co-TN Ops,TN,PJM,ST,NG,"3,770,471","693,095"
50481,Tennessee Eastman Operations,5610,Eastman Chemical Co-TN Ops,TN,PJM,ST,OG,"57,956","10,654"
50481,Tennessee Eastman Operations,5610,Eastman Chemical Co-TN Ops,TN,PJM,ST,OTH,"3,611",664
50481,Tennessee Eastman Operations,5610,Eastman Chemical Co-TN Ops,TN,PJM,ST,SLW,"51,940","9,547"
50491,Axiall Natrium Plant,60586,Westlake Chemical Natrium Plant,WV,PJM,ST,NG,"2,994,776","699,585"
50491,Axiall Natrium Plant,60586,Westlake Chemical Natrium Plant,WV,PJM,ST,OG,"226,903","53,005"
50555,Rosemary Power Station,19876,Virginia Electric & Power Co,NC,PJM,CA,DFO,0,0
50555,Rosemary Power Station,19876,Virginia Electric & Power Co,NC,PJM,CA,NG,0,0
50555,Rosemary Power Station,19876,Virginia Electric & Power Co,NC,PJM,CT,DFO,"103,027","10,517"
50555,Rosemary Power Station,19876,Virginia Electric & Power Co,NC,PJM,CT,NG,0,0
50561,Eagle Point Power Generation,49942,Eagle Point Power Generation LLC,NJ,PJM,CA,DFO,0,22
50561,Eagle Point Power Generation,49942,Eagle Point Power Generation LLC,NJ,PJM,CA,NG,0,"91,864"
50561,Eagle Point Power Generation,49942,Eagle Point Power Generation LLC,NJ,PJM,CT,DFO,"1,401",94
50561,Eagle Point Power Generation,49942,Eagle Point Power Generation LLC,NJ,PJM,CT,NG,"1,762,063","95,989"
50563,Settlers Hill Gas Recovery,54843,WM Illinois Renewable Energy LLC,IL,PJM,GT,LFG,"578,938","27,797"
50573,CID Gas Recovery,54843,WM Illinois Renewable Energy LLC,IL,PJM,GT,LFG,"353,505","19,059"
50575,Lake Gas Recovery,54843,WM Illinois Renewable Energy LLC,IL,PJM,GT,LFG,"286,495","14,154"
50611,Westwood Generation LLC,58224,"Rausch Creek Generation, LLC",PA,PJM,ST,DFO,"15,139",942
50611,Westwood Generation LLC,58224,"Rausch Creek Generation, LLC",PA,PJM,ST,WC,"2,263,897","145,731"
50627,ExxonMobil Oil Joliet Refinery,5519,ExxonMobil Oil Corp,IL,PJM,GT,NG,0,0
50627,ExxonMobil Oil Joliet Refinery,5519,ExxonMobil Oil Corp,IL,PJM,GT,OG,"1,183,264","139,342"
50627,ExxonMobil Oil Joliet Refinery,5519,ExxonMobil Oil Corp,IL,PJM,ST,NG,0,0
50627,ExxonMobil Oil Joliet Refinery,5519,ExxonMobil Oil Corp,IL,PJM,ST,OG,"418,471","46,840"
50628,Paulsboro Refinery,19691,Paulsboro Refining Company - LLC,NJ,PJM,GT,NG,"621,727","121,430"
50628,Paulsboro Refinery,19691,Paulsboro Refining Company - LLC,NJ,PJM,GT,OG,"56,459","11,027"
50628,Paulsboro Refinery,19691,Paulsboro Refining Company - LLC,NJ,PJM,OT,PC,0,0
50628,Paulsboro Refinery,19691,Paulsboro Refining Company - LLC,NJ,PJM,ST,DFO,22,4
50628,Paulsboro Refinery,19691,Paulsboro Refining Company - LLC,NJ,PJM,ST,NG,0,0
50628,Paulsboro Refinery,19691,Paulsboro Refining Company - LLC,NJ,PJM,ST,OG,"418,712","80,944"
50657,Montgomery County Resource Recovery,49760,"Covanta Montgomery, Inc.",MD,PJM,ST,MSB,"2,721,589","157,780"
50657,Montgomery County Resource Recovery,49760,"Covanta Montgomery, Inc.",MD,PJM,ST,MSN,"3,326,411","192,843"
50657,Montgomery County Resource Recovery,49760,"Covanta Montgomery, Inc.",MD,PJM,ST,NG,"30,790","1,778"
50658,Covanta Fairfax Energy,4425,Covanta Fairfax Inc,VA,PJM,ST,MSB,"5,279,800","309,763"
50658,Covanta Fairfax Energy,4425,Covanta Fairfax Inc,VA,PJM,ST,MSN,"6,453,125","378,601"
50658,Covanta Fairfax Energy,4425,Covanta Fairfax Inc,VA,PJM,ST,NG,"82,384","4,840"
50663,Covanta Alexandria/Arlington Energy,4496,Covanta Alexandria/Arlington,VA,PJM,ST,MSB,"1,525,998","66,180"
50663,Covanta Alexandria/Arlington Energy,4496,Covanta Alexandria/Arlington,VA,PJM,ST,MSN,"1,865,088","80,885"
50722,INEOS Naperville Cogeneration Plant,64451,INEOS US Chemicals Company - Naperville Campus,IL,PJM,GT,NG,"385,897","75,370"
50729,Clairton Works,19517,United States Steel- Clairton,PA,PJM,ST,NG,"50,062","11,444"
50729,Clairton Works,19517,United States Steel- Clairton,PA,PJM,ST,OG,"431,686","98,686"
50732,Mon Valley Works,19519,United States Steel-Mon Valley,PA,PJM,ST,BFG,"1,624,798","368,090"
50732,Mon Valley Works,19519,United States Steel-Mon Valley,PA,PJM,ST,NG,0,0
50732,Mon Valley Works,19519,United States Steel-Mon Valley,PA,PJM,ST,OG,"363,505","82,403"
50776,Panther Creek Energy Facility,14432,"Panther Creek Power Operating, LLC",PA,PJM,ST,DFO,"27,686","1,860"
50776,Panther Creek Energy Facility,14432,"Panther Creek Power Operating, LLC",PA,PJM,ST,WC,"1,771,584","125,367"
50799,Parlin Power Plant,61536,"Consolidated Edison Energy, Inc.",NJ,PJM,CA,DFO,0,0
50799,Parlin Power Plant,61536,"Consolidated Edison Energy, Inc.",NJ,PJM,CA,NG,"7,986","2,721"
50799,Parlin Power Plant,61536,"Consolidated Edison Energy, Inc.",NJ,PJM,CT,DFO,0,0
50799,Parlin Power Plant,61536,"Consolidated Edison Energy, Inc.",NJ,PJM,CT,NG,"84,479","6,339"
50813,Hopewell Mill,18147,RockTenn-Hopewell,VA,PJM,ST,BIT,"49,651","3,952"
50813,Hopewell Mill,18147,RockTenn-Hopewell,VA,PJM,ST,BLQ,"1,703,722","136,005"
50813,Hopewell Mill,18147,RockTenn-Hopewell,VA,PJM,ST,DFO,0,0
50813,Hopewell Mill,18147,RockTenn-Hopewell,VA,PJM,ST,NG,"827,510","65,929"
50813,Hopewell Mill,18147,RockTenn-Hopewell,VA,PJM,ST,RFO,608,49
50813,Hopewell Mill,18147,RockTenn-Hopewell,VA,PJM,ST,WDS,"950,523","75,988"
50852,Elmwood Park Power LLC,63363,Elmwood Park Power LLC,NJ,PJM,CA,DFO,0,0
50852,Elmwood Park Power LLC,63363,Elmwood Park Power LLC,NJ,PJM,CA,NG,0,0
50852,Elmwood Park Power LLC,63363,Elmwood Park Power LLC,NJ,PJM,CT,DFO,0,0
50852,Elmwood Park Power LLC,63363,Elmwood Park Power LLC,NJ,PJM,CT,NG,0,0
50859,Lancaster County Resource Recovery,4447,Covanta Lancaster Inc,PA,PJM,ST,MSB,"1,850,021","86,122"
50859,Lancaster County Resource Recovery,4447,Covanta Lancaster Inc,PA,PJM,ST,MSN,"2,261,152","105,260"
50859,Lancaster County Resource Recovery,4447,Covanta Lancaster Inc,PA,PJM,ST,PG,"10,385",484
50885,Wheelabrator Gloucester LP,20541,Wheelabrator Environmental Systems,NJ,PJM,ST,MSB,"829,778","37,305"
50885,Wheelabrator Gloucester LP,20541,Wheelabrator Environmental Systems,NJ,PJM,ST,MSN,"1,014,135","45,593"
50888,Northampton Generating Company LP,23013,"EIF Northampton GP, LLC",PA,PJM,ST,PC,0,0
50888,Northampton Generating Company LP,23013,"EIF Northampton GP, LLC",PA,PJM,ST,TDF,"82,160","6,871"
50888,Northampton Generating Company LP,23013,"EIF Northampton GP, LLC",PA,PJM,ST,WC,"642,749","53,541"
50888,Northampton Generating Company LP,23013,"EIF Northampton GP, LLC",PA,PJM,ST,WDS,"2,461",199
50888,Northampton Generating Company LP,23013,"EIF Northampton GP, LLC",PA,PJM,ST,WO,"17,876","1,444"
50893,Allegheny No. 5 Hydro Station,57280,"Eagle Creek Renewable Energy, LLC",PA,PJM,HY,WAT,"360,600","40,778"
50894,Allegheny No 6 Hydro Station,57280,"Eagle Creek Renewable Energy, LLC",PA,PJM,HY,WAT,"367,904","41,604"
50897,Allegheny Hydro No 8,56813,Allegheny Hydro LP,PA,PJM,HY,WAT,"773,627","87,485"
50898,Allegheny Hydro No 9,56813,Allegheny Hydro LP,PA,PJM,HY,WAT,"868,233","98,183"
50900,Covington Facility,20508,WestRock Corp,VA,PJM,ST,BIT,"1,507,993","117,602"
50900,Covington Facility,20508,WestRock Corp,VA,PJM,ST,BLQ,"5,445,074","422,857"
50900,Covington Facility,20508,WestRock Corp,VA,PJM,ST,DFO,"4,202",323
50900,Covington Facility,20508,WestRock Corp,VA,PJM,ST,NG,"2,223,941","171,700"
50900,Covington Facility,20508,WestRock Corp,VA,PJM,ST,RFO,"40,431","3,099"
50900,Covington Facility,20508,WestRock Corp,VA,PJM,ST,WDS,"2,065,963","160,279"
50960,Union County Resource Recovery,4440,Covanta Union Operations LLC,NJ,PJM,ST,MSB,"2,457,351","140,225"
50960,Union County Resource Recovery,4440,Covanta Union Operations LLC,NJ,PJM,ST,MSN,"3,003,447","171,387"
50960,Union County Resource Recovery,4440,Covanta Union Operations LLC,NJ,PJM,ST,NG,0,0
50965,Toledo Ref Power Recovery Train,18323,Toledo Refining Company,OH,PJM,OT,LFG,0,0
50965,Toledo Ref Power Recovery Train,18323,Toledo Refining Company,OH,PJM,OT,NG,0,0
50965,Toledo Ref Power Recovery Train,18323,Toledo Refining Company,OH,PJM,OT,OG,0,0
50965,Toledo Ref Power Recovery Train,18323,Toledo Refining Company,OH,PJM,OT,PC,153,34
50974,Scrubgrass Reclamation CO. LP.,16814,Scrubgrass Reclamation CO. LP.,PA,PJM,ST,BIT,0,0
50974,Scrubgrass Reclamation CO. LP.,16814,Scrubgrass Reclamation CO. LP.,PA,PJM,ST,DFO,"53,325","4,056"
50974,Scrubgrass Reclamation CO. LP.,16814,Scrubgrass Reclamation CO. LP.,PA,PJM,ST,SUB,0,0
50974,Scrubgrass Reclamation CO. LP.,16814,Scrubgrass Reclamation CO. LP.,PA,PJM,ST,WC,"4,067,021","301,323"
52019,Doswell Energy Center,5310,Doswell Ltd Partnership,VA,PJM,CA,DFO,0,"3,870"
52019,Doswell Energy Center,5310,Doswell Ltd Partnership,VA,PJM,CA,NG,"1,032,249","1,231,678"
52019,Doswell Energy Center,5310,Doswell Ltd Partnership,VA,PJM,CT,DFO,"99,965","8,090"
52019,Doswell Energy Center,5310,Doswell Ltd Partnership,VA,PJM,CT,NG,"30,772,075","2,460,298"
52019,Doswell Energy Center,5310,Doswell Ltd Partnership,VA,PJM,GT,DFO,"50,857","3,970"
52019,Doswell Energy Center,5310,Doswell Ltd Partnership,VA,PJM,GT,NG,"10,113,950","875,155"
52021,ITT Cogen Facility,29767,Illinois Institute-Technology,IL,PJM,GT,DFO,0,0
52021,ITT Cogen Facility,29767,Illinois Institute-Technology,IL,PJM,GT,NG,"2,177",134
52036,Yough Hydro Power,4713,D/R Hydro Co,PA,PJM,HY,WAT,"343,146","38,804"
52068,Great Falls Hydro Project,57280,"Eagle Creek Renewable Energy, LLC",NJ,PJM,HY,WAT,"161,153","18,224"
52072,Radford Army Ammunition Plant,22218,U S Army-Radford,VA,PJM,ST,BIT,0,0
52072,Radford Army Ammunition Plant,22218,U S Army-Radford,VA,PJM,ST,DFO,0,0
52072,Radford Army Ammunition Plant,22218,U S Army-Radford,VA,PJM,ST,NG,"2,800,860","32,129"
52087,Elizabeth River Power Station,19876,Virginia Electric & Power Co,VA,PJM,GT,DFO,"183,137","15,671"
52087,Elizabeth River Power Station,19876,Virginia Electric & Power Co,VA,PJM,GT,NG,"329,998","28,239"
52089,Celanese Acetate LLC,57151,Celanese Acetate LLC,VA,PJM,ST,BIT,0,0
52089,Celanese Acetate LLC,57151,Celanese Acetate LLC,VA,PJM,ST,DFO,0,0
52089,Celanese Acetate LLC,57151,Celanese Acetate LLC,VA,PJM,ST,NG,"725,997","172,350"
52148,Elkton,12320,Merck & Co Inc,VA,PJM,IC,DFO,53,11
52148,Elkton,12320,Merck & Co Inc,VA,PJM,IC,NG,140,30
52148,Elkton,12320,Merck & Co Inc,VA,PJM,ST,DFO,787,133
52148,Elkton,12320,Merck & Co Inc,VA,PJM,ST,NG,"61,813","10,411"
52149,West Point (PA),12303,Merck & Co Inc-West Point,PA,PJM,GT,NG,"1,417,498","293,138"
52149,West Point (PA),12303,Merck & Co Inc-West Point,PA,PJM,IC,DFO,460,95
52149,West Point (PA),12303,Merck & Co Inc-West Point,PA,PJM,IC,NG,134,27
52152,International Paper Franklin Mill,9348,International Paper,VA,PJM,GT,NG,0,0
52152,International Paper Franklin Mill,9348,International Paper,VA,PJM,ST,BIT,0,0
52152,International Paper Franklin Mill,9348,International Paper,VA,PJM,ST,BLQ,"1,101,753","191,532"
52152,International Paper Franklin Mill,9348,International Paper,VA,PJM,ST,NG,"309,490","53,882"
52152,International Paper Franklin Mill,9348,International Paper,VA,PJM,ST,RFO,0,0
52173,Conemaugh Hydro Plant,42659,Pennsylvania Renewable Resources,PA,PJM,HY,WAT,"414,392","46,861"
52193,Delaware City Plant,56605,Delaware City Refining Company LLC,DE,PJM,GT,NG,"3,528,448","658,207"
52193,Delaware City Plant,56605,Delaware City Refining Company LLC,DE,PJM,GT,PC,0,0
52193,Delaware City Plant,56605,Delaware City Refining Company LLC,DE,PJM,ST,NG,"538,405","100,078"
52193,Delaware City Plant,56605,Delaware City Refining Company LLC,DE,PJM,ST,OG,"763,268","141,823"
54044,University of Illinois Cogen Facility,19528,University of Illinois,IL,PJM,GT,NG,"489,018","98,319"
54044,University of Illinois Cogen Facility,19528,University of Illinois,IL,PJM,IC,DFO,"1,695",341
54044,University of Illinois Cogen Facility,19528,University of Illinois,IL,PJM,IC,NG,"124,465","25,024"
54081,Spruance Operating Services LLC,61854,Veolia Energy Operating Service,VA,PJM,ST,BIT,0,0
54081,Spruance Operating Services LLC,61854,Veolia Energy Operating Service,VA,PJM,ST,NG,"612,647","52,526"
54207,Clevelandcliffs Warren,56616,Clevelandcliffs Warren,OH,PJM,ST,BIT,0,0
54207,Clevelandcliffs Warren,56616,Clevelandcliffs Warren,OH,PJM,ST,NG,"94,196","15,711"
54207,Clevelandcliffs Warren,56616,Clevelandcliffs Warren,OH,PJM,ST,OG,"232,205","38,031"
54207,Clevelandcliffs Warren,56616,Clevelandcliffs Warren,OH,PJM,ST,WC,0,0
54250,Newman (PA),13542,Newman & Co Inc,PA,PJM,ST,DFO,48,11
54250,Newman (PA),13542,Newman & Co Inc,PA,PJM,ST,NG,"50,973","11,802"
54250,Newman (PA),13542,Newman & Co Inc,PA,PJM,ST,RFO,0,0
54304,Birchwood Power,1735,Birchwood Power Partners LP,VA,PJM,ST,BIT,"959,539","89,668"
54304,Birchwood Power,1735,Birchwood Power Partners LP,VA,PJM,ST,DFO,"8,092",747
54333,Bucknell University,2468,Bucknell University,PA,PJM,CA,DFO,0,0
54333,Bucknell University,2468,Bucknell University,PA,PJM,CA,NG,"5,679","1,200"
54333,Bucknell University,2468,Bucknell University,PA,PJM,CT,DFO,67,14
54333,Bucknell University,2468,Bucknell University,PA,PJM,CT,NG,"174,946","36,959"
54335,Morton Salt Rittman,12986,Morton Salt Inc,OH,PJM,ST,BIT,0,0
54335,Morton Salt Rittman,12986,Morton Salt Inc,OH,PJM,ST,NG,"70,604","16,258"
54513,WestRock (IL),30038,WestRock (IL),IL,PJM,IC,NG,190,18
54523,Hoffer Plastics,8705,Hoffer Plastics,IL,PJM,IC,NG,"89,858","7,549"
54525,Kankakee Hydro Facility,26003,Kankakee City of,IL,PJM,HY,WAT,"7,269",822
54540,Charter Dura-Bar,20328,Wells Manufacturing Co,IL,PJM,IC,NG,"120,883","5,584"
54556,Ingredion Incorporated,4222,Ingredion Inc - Illinois,IL,PJM,GT,NG,0,0
54556,Ingredion Incorporated,4222,Ingredion Inc - Illinois,IL,PJM,ST,BIT,"275,387","24,213"
54556,Ingredion Incorporated,4222,Ingredion Inc - Illinois,IL,PJM,ST,NG,"2,611,380","229,606"
54569,Bayville Central Facility,13943,Ocean County Utilities Auth,NJ,PJM,IC,DFO,920,175
54569,Bayville Central Facility,13943,Ocean County Utilities Auth,NJ,PJM,IC,NG,"1,929",366
54569,Bayville Central Facility,13943,Ocean County Utilities Auth,NJ,PJM,IC,OBG,"23,760","4,504"
54569,Bayville Central Facility,13943,Ocean County Utilities Auth,NJ,PJM,PV,SUN,"2,114",239
54625,Covanta Plymouth Renewable Energy,56646,Covanta Plymouth Renewable Energy L P,PA,PJM,ST,DFO,"44,006","2,354"
54625,Covanta Plymouth Renewable Energy,56646,Covanta Plymouth Renewable Energy L P,PA,PJM,ST,MSB,"1,681,401","91,047"
54625,Covanta Plymouth Renewable Energy,56646,Covanta Plymouth Renewable Energy L P,PA,PJM,ST,MSN,"2,055,140","111,285"
54634,St Nicholas Cogen Project,16793,Schuylkill Energy Resource Inc,PA,PJM,ST,DFO,"26,743","1,779"
54634,St Nicholas Cogen Project,16793,Schuylkill Energy Resource Inc,PA,PJM,ST,WC,"9,932,001","657,913"
54638,Johnsonburg Mill,56137,Domtar LLC,PA,PJM,ST,BIT,0,0
54638,Johnsonburg Mill,56137,Domtar LLC,PA,PJM,ST,BLQ,"743,370","119,330"
54638,Johnsonburg Mill,56137,Domtar LLC,PA,PJM,ST,DFO,0,0
54638,Johnsonburg Mill,56137,Domtar LLC,PA,PJM,ST,NG,"536,214","86,174"
54640,NAEA Lakewood LLC,60789,"Essential Power Operating Company, LLC",NJ,PJM,CA,DFO,0,0
